reference_dossier;age;taux_presence_pct;heures_lms_total;retards_rendus;nb_devoirs_total;nb_devoirs_rendus;messages_forum;nb_ue_total;motivation;satisfaction;sentiment_appartenance;mention_bac;filiere;bac_type
COH2027-0280;18;56,3 %;12,3;5;8;7;3;6;2;1;1;Très bien;Psychologie;Général
COH2027-0281;21;60,6 %;16,4;5;12;11;6;6;2;2;2;Bien;Lettres;Technologique
COH2027-0282;20;61,5 %;24,4;4;11;9;3;6;4;3;3;Passable;Informatique;Général
COH2027-0283;18;64,1 %;39,5;5;13;12;1;6;4;2;3;Passable;Informatique;Général
COH2027-0284;21;62,6 %;42,3;7;10;9;5;7;4;3;2;Passable;Informatique;Général
COH2027-0285;21;32,3 %;7,9;8;13;11;2;7;2;2;2;Passable;Droit;Général
COH2027-0286;20;61,8 %;23,2;5;10;10;4;6;;;2;Bien;Informatique;Général
COH2027-0287;19;71,9 %;21,2;5;10;10;2;6;4;3;3;Passable;Biologie;Général
COH2027-0288;18;62,2 %;15,2;3;10;9;1;5;2;3;3;Passable;Gestion;Général
COH2027-0289;18;64,6 %;30,0;5;13;13;2;6;4;3;3;Passable;Informatique;Technologique
COH2027-0290;21;61,5 %;15,9;5;12;11;4;7;3;2;3;Assez bien;Mathématiques;Technologique
COH2027-0291;19;44,4 %;37,1;5;9;6;0;5;2;3;1;Bien;Informatique;Technologique
COH2027-0292;17;56,9 %;1,2;7;12;10;3;5;2;3;2;Bien;Lettres;Technologique
COH2027-0293;20;57,1 %;18,8;5;8;6;2;6;4;4;2;Assez bien;Informatique;Général
COH2027-0294;18;41,6 %;17,6;5;11;10;5;5;2;3;;Bien;Mathématiques;Général
COH2027-0295;23;48,7 %;12,2;6;8;6;0;5;1;;3;Assez bien;Droit;Technologique
COH2027-0296;23;64,1 %;22,8;5;13;11;2;5;2;;4;Passable;Droit;Général
COH2027-0297;19;48,1 %;24,7;7;12;10;6;6;4;1;1;Assez bien;Mathématiques;Général
COH2027-0298;20;58,8 %;11,4;5;10;7;3;7;2;1;2;Bien;Informatique;Général
COH2027-0299;19;69,9 %;22,8;8;10;8;3;6;2;4;2;Très bien;Psychologie;Général
COH2027-0300;23;63,6 %;21,8;7;9;9;3;7;2;2;2;Passable;Gestion;Technologique
COH2027-0301;17;41,4 %;1,7;4;13;8;0;6;3;1;2;Bien;Psychologie;Général
COH2027-0302;18;35,2 %;8,1;7;12;8;0;6;;3;1;Passable;Informatique;Général
COH2027-0303;18;26,8 %;8,8;7;12;7;0;5;2;3;2;;Informatique;Général
COH2027-0304;20;63,7 %;9,2;6;10;8;2;7;3;3;1;Très bien;Informatique;Général
COH2027-0305;19;49,0 %;3,6;3;11;9;1;5;1;3;3;Assez bien;STAPS;Général
COH2027-0306;18;77,3 %;56,1;5;11;10;4;5;;4;4;Bien;Biologie;Technologique
COH2027-0307;20;63,2 %;38,2;5;12;12;6;6;4;;4;Bien;Droit;Général
COH2027-0308;17;51,6 %;30,6;9;11;9;2;7;1;3;2;Assez bien;Informatique;Général
COH2027-0309;21;68,6 %;24,6;6;12;10;1;5;3;3;3;Assez bien;Psychologie;Général
COH2027-0310;18;64,6 %;30,0;5;13;13;2;6;4;3;3;Passable;Informatique;Technologique
COH2027-0311;20;62,0 %;18,5;5;13;12;1;6;1;2;2;Passable;Informatique;Général
COH2027-0312;20;54,0 %;19,8;7;13;10;4;6;1;1;3;Assez bien;Informatique;Professionnel
COH2027-0313;17;75,3 %;32,1;5;11;11;7;7;;4;3;Passable;Mathématiques;Général
COH2027-0314;18;52,1 %;30,1;6;9;6;4;6;2;;2;Très bien;Lettres;Général
COH2027-0315;18;77,7 %;16,4;6;9;6;4;7;3;1;1;Très bien;Informatique;Général
COH2027-0316;21;58,0 %;6,8;7;13;12;1;6;3;3;1;Bien;Informatique;Général
COH2027-0317;19;66,7 %;21,8;5;8;6;4;5;4;2;;Très bien;Informatique;Technologique
COH2027-0318;18;37,6 %;14,8;8;13;8;0;6;3;;4;Très bien;Psychologie;Général
COH2027-0319;20;38,5 %;13,8;6;9;6;1;6;2;2;1;Passable;STAPS;Général
COH2027-0320;21;42,4 %;14,9;5;13;11;4;7;3;1;1;Assez bien;Gestion;Général
COH2027-0321;18;44,5 %;14,8;5;10;5;2;5;2;2;1;Bien;Informatique;Général
COH2027-0322;21;41,5 %;3,5;5;9;5;0;7;1;1;2;Passable;Informatique;Général
COH2027-0323;17;67,3 %;34,2;5;8;8;11;6;3;2;4;Passable;Informatique;Général
COH2027-0324;20;64,4 %;16,9;3;11;8;5;6;3;;3;Passable;Informatique;Général
COH2027-0325;20;78,8 %;48,4;3;10;10;10;6;4;4;4;Passable;Informatique;Général
COH2027-0326;19;63,0 %;28,4;4;9;9;1;6;3;4;2;Assez bien;STAPS;Général
COH2027-0327;18;64,0 %;18,0;4;12;11;7;5;4;3;2;Passable;Informatique;Technologique
COH2027-0328;20;55,0 %;17,4;7;9;7;3;6;2;1;;Assez bien;Informatique;Général
COH2027-0329;27;67,4 %;13,6;7;9;7;4;6;2;2;1;Bien;Informatique;Général
COH2027-0330;19;78,0 %;54,0;6;9;9;6;6;4;4;1;Passable;Informatique;Technologique
COH2027-0331;17;74,5 %;23,1;3;13;11;3;5;4;2;2;Passable;Biologie;Technologique
COH2027-0332;19;60,4 %;25,9;6;13;13;6;6;4;4;1;Passable;Informatique;Technologique
COH2027-0333;20;64,7 %;24,1;6;11;11;2;6;2;2;2;Passable;Biologie;Professionnel
COH2027-0334;19;65,3 %;37,2;8;10;8;8;5;3;3;2;Assez bien;Biologie;Technologique
COH2027-0335;20;42,5 %;30,9;4;13;13;4;7;3;3;1;Bien;Informatique;Général
COH2027-0336;20;47,6 %;21,4;9;10;9;1;5;1;;3;Passable;Informatique;Général
COH2027-0337;22;67,6 %;27,9;7;11;7;4;6;3;;;Passable;STAPS;Général
COH2027-0338;22;74,4 %;23,6;7;13;11;4;5;2;4;2;Bien;Informatique;Général
COH2027-0339;20;46,5 %;3,5;7;12;8;2;6;2;1;3;Très bien;Informatique;Technologique
COH2027-0340;17;71,0 %;35,4;5;9;9;0;6;2;3;4;Assez bien;Informatique;Professionnel
COH2027-0341;20;72,9 %;21,1;3;13;13;11;5;3;3;2;Passable;Informatique;Général
COH2027-0342;19;66,3 %;19,1;7;11;7;2;7;2;2;1;Passable;Gestion;Technologique
COH2027-0343;21;67,3 %;21,6;4;9;5;7;5;1;1;1;Bien;Biologie;Technologique
COH2027-0344;20;72,2 %;16,0;4;11;10;6;6;4;4;2;Passable;Biologie;Général
COH2027-0345;17;47,3 %;18,3;6;8;6;4;5;2;2;1;Assez bien;Informatique;Général
COH2027-0346;20;38,0 %;18,8;7;10;7;1;6;3;3;;Passable;STAPS;Professionnel
COH2027-0347;18;64,1 %;21,9;6;13;10;3;7;4;4;;Passable;Psychologie;Général
COH2027-0348;22;71,0 %;12,8;9;13;9;4;5;1;1;2;Assez bien;Informatique;Général
COH2027-0349;18;54,9 %;18,2;7;12;9;0;6;1;1;1;Passable;Informatique;Général
COH2027-0350;21;53,8 %;18,5;6;12;10;2;6;4;2;1;Assez bien;Informatique;Technologique
COH2027-0351;21;64,0 %;30,6;9;10;9;5;5;;1;;Bien;Biologie;Professionnel
COH2027-0352;18;74,6 %;19,0;8;9;8;0;5;1;3;2;Bien;Lettres;Général
COH2027-0353;20;78,5 %;29,2;9;13;13;2;7;2;1;3;Assez bien;Informatique;Technologique
COH2027-0354;22;67,2 %;13,8;3;12;10;3;7;2;2;2;Passable;Informatique;Technologique
COH2027-0355;20;54,9 %;16,4;8;10;8;0;6;2;2;1;Bien;Informatique;Professionnel
COH2027-0356;17;65,4 %;9,7;6;13;11;6;6;3;2;2;Très bien;Mathématiques;Général
COH2027-0357;19;60,1 %;8,2;7;10;7;0;6;1;2;1;Assez bien;Informatique;Professionnel
COH2027-0358;23;52,2 %;10,2;7;13;10;1;6;2;1;2;Assez bien;Informatique;Professionnel
COH2027-0359;20;62,3 %;22,0;7;10;7;3;7;2;2;4;Bien;Droit;Professionnel
COH2027-0360;19;52,7 %;8,3;5;10;8;3;7;1;4;2;Assez bien;Informatique;Général
COH2027-0361;18;52,7 %;26,7;6;10;8;2;6;2;2;1;Très bien;Informatique;Professionnel
COH2027-0362;22;69,1 %;27,8;8;12;10;3;7;3;2;3;Bien;Gestion;Général
COH2027-0363;17;47,2 %;20,1;10;11;10;0;6;1;1;1;Passable;Mathématiques;Général
COH2027-0364;18;49,3 %;4,5;7;8;8;0;5;2;2;1;Passable;Informatique;Général
COH2027-0365;20;59,3 %;33,6;10;13;10;1;5;2;1;1;Assez bien;Informatique;Technologique
COH2027-0366;20;52,1 %;21,8;5;13;12;3;6;1;2;2;Passable;Droit;Général
COH2027-0367;17;49,8 %;11,4;6;9;7;2;7;1;1;1;Passable;Informatique;Général
COH2027-0368;19;70,9 %;47,0;3;10;10;6;6;4;4;1;Passable;Informatique;Général
COH2027-0369;17;57,2 %;18,4;7;10;7;2;5;2;2;1;Très bien;Droit;Général
COH2027-0370;17;63,7 %;29,9;5;10;10;8;6;4;;1;;STAPS;Technologique
COH2027-0371;20;47,0 %;26,8;8;11;8;2;6;2;2;1;Bien;Lettres;Technologique
COH2027-0372;19;52,1 %;41,0;3;12;9;4;5;1;3;2;Passable;Gestion;Général
COH2027-0373;21;32,3 %;7,9;8;13;11;2;7;2;2;2;Passable;Informatique;Général
COH2027-0374;18;46,8 %;28,6;6;13;9;5;6;4;3;3;Passable;Informatique;Général
COH2027-0375;18;54,6 %;20,6;7;12;9;3;5;3;3;3;Bien;Informatique;Général
COH2027-0376;18;70,4 %;29,2;6;11;9;6;6;;4;3;Bien;Informatique;Général
COH2027-0377;19;55,8 %;18,4;5;9;7;2;6;1;1;2;Assez bien;Gestion;Technologique
COH2027-0378;26;50,2 %;18,3;8;11;8;1;7;1;1;3;Assez bien;Psychologie;Général
COH2027-0379;22;67,8 %;19,1;5;8;7;6;5;4;3;1;Assez bien;STAPS;Technologique
COH2027-0380;19;34,9 %;9,1;5;11;8;2;5;1;1;1;Passable;Informatique;Général
COH2027-0381;21;69,0 %;15,8;10;10;10;5;7;;2;4;Bien;Informatique;Général
COH2027-0382;23;42,5 %;18,1;7;9;7;3;6;4;3;2;Passable;Informatique;Général
COH2027-0383;21;69,8 %;36,5;3;12;11;8;6;3;;1;Assez bien;Informatique;Général
COH2027-0384;22;58,1 %;5,5;5;8;5;1;5;1;1;1;Assez bien;Informatique;Général
COH2027-0385;19;32,8 %;0,0;6;13;6;0;6;2;1;1;Assez bien;Gestion;Technologique
COH2027-0386;20;71,5 %;31,0;4;11;10;6;7;4;3;4;Bien;Informatique;Général
COH2027-0387;22;46,1 %;40,8;7;9;7;1;7;1;1;1;Assez bien;Informatique;Technologique
COH2027-0388;21;48,6 %;38,1;7;8;7;2;5;3;4;1;Bien;Droit;Général
COH2027-0389;21;66,5 %;45,5;5;12;11;5;7;4;3;1;Assez bien;Informatique;Général
COH2027-0390;18;63,3 %;15,7;5;8;8;5;7;3;3;4;Bien;Gestion;Général
COH2027-0391;21;55,6 %;16,9;8;13;8;1;6;1;3;2;Assez bien;Informatique;Général
COH2027-0392;21;44,4 %;24,8;7;8;7;2;6;3;1;2;Passable;Droit;Général
COH2027-0393;21;53,4 %;12,9;9;10;9;5;6;3;2;2;Assez bien;Gestion;Général
COH2027-0394;20;50,2 %;2,2;5;12;10;1;6;2;1;1;Passable;STAPS;Technologique
COH2027-0395;20;47,9 %;7,2;9;12;9;3;6;2;2;1;Assez bien;Informatique;Général
COH2027-0396;18;66,4 %;29,5;6;11;11;7;5;1;4;1;Passable;Gestion;Professionnel
COH2027-0397;21;67,6 %;15,1;5;8;7;1;6;;3;2;Très bien;Informatique;Professionnel
COH2027-0398;18;68,7 %;24,6;3;10;10;7;6;2;4;2;Passable;Droit;Technologique
COH2027-0399;18;69,8 %;10,1;9;13;10;2;6;2;3;1;Passable;STAPS;Général
COH2027-0400;19;57,5 %;18,9;7;8;7;7;5;4;;2;Assez bien;Informatique;Professionnel
COH2027-0401;21;62,0 %;55,7;7;9;8;10;6;3;1;4;Assez bien;Informatique;Technologique
COH2027-0402;19;56,3 %;16,2;7;13;9;0;6;3;1;;Bien;Informatique;Technologique
COH2027-0403;18;69,1 %;32,2;5;12;12;4;6;;3;3;Passable;Gestion;Professionnel
COH2027-0404;20;66,2 %;27,6;5;13;13;6;6;3;2;1;Assez bien;Droit;Technologique
COH2027-0405;18;73,6 %;67,1;4;9;9;9;6;3;3;3;Passable;Psychologie;Général
COH2027-0406;21;60,0 %;12,2;8;12;9;1;7;1;1;1;Passable;Informatique;Général
COH2027-0407;19;78,7 %;25,9;5;12;9;4;5;2;2;1;Assez bien;Droit;Technologique
COH2027-0408;21;74,8 %;28,8;7;10;7;5;5;2;2;4;Passable;Lettres;Professionnel
COH2027-0409;22;60,2 %;34,9;9;13;11;4;5;3;2;;Passable;Droit;Technologique
COH2027-0410;17;47,7 %;0,3;7;11;8;2;5;2;1;1;Passable;Informatique;Général
COH2027-0411;21;36,4 %;13,7;8;11;8;3;5;2;1;4;Très bien;Gestion;Technologique
COH2027-0412;21;60,2 %;11,2;6;9;6;3;7;2;3;1;Assez bien;Informatique;Général
COH2027-0413;21;67,0 %;15,1;9;11;9;4;6;;4;2;Passable;Lettres;Technologique
COH2027-0414;19;75,3 %;19,1;4;11;11;9;6;4;4;4;Bien;Droit;Technologique
COH2027-0415;19;49,0 %;3,6;3;11;9;1;5;1;3;3;Assez bien;STAPS;Général
COH2027-0416;18;48,3 %;18,1;5;8;5;0;6;1;1;3;Passable;Informatique;Général
COH2027-0417;17;64,5 %;21,1;10;12;10;1;5;1;3;1;Assez bien;Informatique;Technologique
COH2027-0418;20;62,2 %;20,6;5;12;12;12;7;4;1;1;Bien;Informatique;Technologique
COH2027-0419;21;42,4 %;14,9;5;13;11;4;7;3;1;1;Assez bien;Informatique;Général
COH2027-0420;20;64,0 %;18,8;4;11;8;3;6;3;3;2;Assez bien;Psychologie;Professionnel
COH2027-0421;17;53,3 %;33,0;9;12;12;1;5;1;3;1;Bien;Gestion;Général
COH2027-0422;21;43,9 %;18,3;4;10;4;0;5;;3;1;Passable;Gestion;Général
COH2027-0423;18;61,8 %;21,2;6;12;8;4;6;2;3;2;Bien;Informatique;Général
COH2027-0424;21;58,0 %;0,1;8;12;8;0;7;2;1;1;Assez bien;Informatique;Technologique
COH2027-0425;20;65,7 %;15,4;6;9;6;6;6;2;2;1;Assez bien;Mathématiques;Général
COH2027-0426;18;59,1 %;12,8;7;10;7;1;6;1;1;;Passable;Informatique;Général
COH2027-0427;18;62,3 %;35,0;7;9;7;2;5;3;4;1;Bien;Informatique;Général
COH2027-0428;19;61,2 %;47,4;6;13;13;1;7;4;3;4;Très bien;Informatique;Général
COH2027-0429;24;62,3 %;31,8;7;13;9;1;6;2;1;1;Bien;Mathématiques;Général
COH2027-0430;18;72,4 %;25,3;4;10;9;7;6;;4;2;Assez bien;Droit;Professionnel
COH2027-0431;18;54,5 %;27,0;4;11;11;2;5;2;2;2;Passable;Gestion;Technologique
COH2027-0432;18;70,7 %;25,9;5;9;7;1;6;1;4;1;Bien;Informatique;Général
COH2027-0433;22;65,2 %;33,2;7;8;7;5;7;2;2;3;Passable;Informatique;Général
COH2027-0434;19;59,6 %;40,6;7;10;9;1;5;2;3;1;Assez bien;Informatique;Technologique
COH2027-0435;20;79,4 %;38,9;6;8;8;7;6;3;2;;Assez bien;Gestion;Général
COH2027-0436;19;78,1 %;41,5;4;9;9;7;7;4;4;4;Passable;Gestion;Général
COH2027-0437;19;60,1 %;12,0;7;8;7;1;5;1;3;2;Assez bien;Mathématiques;Technologique
COH2027-0438;19;33,9 %;6,8;6;10;6;0;5;1;1;1;Passable;Mathématiques;Général
COH2027-0439;18;52,6 %;7,9;4;8;6;1;6;2;;1;Passable;Informatique;Professionnel
COH2027-0440;21;60,2 %;3,0;7;11;7;0;7;1;1;1;Assez bien;Informatique;Général
COH2027-0441;18;64,7 %;40,5;4;13;13;8;7;4;;3;Passable;Informatique;Général
COH2027-0442;25;52,3 %;10,5;5;8;5;4;5;2;2;1;Bien;Informatique;Général
COH2027-0443;21;73,9 %;18,6;4;10;9;3;7;3;2;;Bien;STAPS;Général
COH2027-0444;17;51,7 %;24,9;6;11;11;4;6;4;2;2;Assez bien;Informatique;Général
COH2027-0445;19;53,5 %;1,4;9;12;10;4;6;1;3;2;Passable;Informatique;Général
COH2027-0446;22;47,7 %;15,8;6;12;9;1;6;4;2;3;Assez bien;Informatique;Technologique
COH2027-0447;21;60,0 %;12,5;7;13;10;2;6;;1;1;Passable;Informatique;Général
COH2027-0448;19;64,4 %;25,1;6;9;6;5;5;4;3;4;Assez bien;Informatique;Technologique
COH2027-0449;22;47,7 %;16,2;5;11;9;3;5;4;2;1;Assez bien;Informatique;Général
COH2027-0450;18;37,5 %;19,2;8;9;8;4;7;4;3;2;Assez bien;Psychologie;Général
COH2027-0451;18;60,3 %;22,6;6;13;12;1;5;4;2;1;Passable;Informatique;Général
COH2027-0452;20;24,0 %;0,0;4;9;4;0;5;;1;1;Très bien;Informatique;Général
COH2027-0453;20;59,3 %;10,2;7;13;10;7;6;2;1;3;Bien;Psychologie;Général
COH2027-0454;20;67,3 %;26,2;5;13;10;3;6;3;3;2;Assez bien;Droit;Général
COH2027-0455;20;58,4 %;23,9;4;10;10;2;5;4;2;3;Très bien;Informatique;Technologique
COH2027-0456;23;30,2 %;0,0;5;12;5;0;6;1;;1;Passable;Gestion;Général
COH2027-0457;17;54,8 %;20,0;8;12;8;2;6;3;1;1;Assez bien;Mathématiques;Général
COH2027-0458;20;59,1 %;23,6;6;11;11;4;6;3;3;3;Assez bien;Psychologie;Général
COH2027-0459;18;44,6 %;11,4;6;9;7;2;5;4;1;4;Passable;Mathématiques;Technologique
COH2027-0460;20;40,7 %;14,6;8;12;8;1;6;1;1;3;Passable;Informatique;Général
COH2027-0461;19;61,0 %;20,9;7;10;10;3;6;2;3;3;;Gestion;Professionnel
COH2027-0462;20;49,5 %;22,5;5;8;5;0;5;1;1;2;Passable;STAPS;Général
COH2027-0463;19;72,3 %;8,2;6;11;8;2;6;2;3;1;Bien;Informatique;Général
COH2027-0464;20;49,5 %;16,6;6;8;6;0;6;1;2;1;Bien;Psychologie;Technologique
COH2027-0465;21;60,0 %;12,2;8;12;9;1;7;1;1;1;Passable;Informatique;Général
COH2027-0466;18;41,4 %;4,2;7;10;7;0;5;1;1;1;Assez bien;Gestion;Technologique
COH2027-0467;22;65,9 %;30,1;6;12;10;8;7;1;4;2;Assez bien;Informatique;Général
COH2027-0468;22;77,3 %;43,1;5;13;13;9;6;4;2;4;Passable;Droit;Général
COH2027-0469;19;42,1 %;8,9;7;10;9;1;7;1;;1;Assez bien;Informatique;Général
COH2027-0470;19;62,4 %;16,1;6;9;7;2;5;3;4;2;Assez bien;Droit;Général
COH2027-0471;17;67,3 %;34,1;5;13;13;1;5;2;3;1;Assez bien;Biologie;Général
COH2027-0472;18;45,4 %;40,5;6;9;8;1;6;3;;4;Assez bien;Gestion;Général
COH2027-0473;22;42,2 %;17,2;11;13;13;4;6;2;4;1;Bien;Informatique;Professionnel
COH2027-0474;21;79,7 %;31,9;4;9;7;6;6;3;1;4;Passable;Informatique;Général
COH2027-0475;19;72,0 %;33,1;3;8;8;5;6;3;;4;Très bien;Informatique;Général
COH2027-0476;19;60,7 %;5,7;7;13;11;4;6;3;3;2;Assez bien;Informatique;Général
COH2027-0477;19;45,0 %;31,6;7;11;7;0;7;2;2;1;Passable;Informatique;Technologique
COH2027-0478;22;67,2 %;13,8;3;12;10;3;7;2;2;2;Passable;Informatique;Technologique
COH2027-0479;19;76,9 %;19,1;4;8;8;2;5;4;3;4;Très bien;Informatique;Général
COH2027-0480;17;41,3 %;16,6;5;8;5;0;6;1;1;1;Passable;Informatique;Technologique
COH2027-0481;21;64,3 %;43,9;5;10;8;2;6;2;4;1;Assez bien;Gestion;Technologique
COH2027-0482;21;77,2 %;39,0;7;11;11;4;7;4;3;3;Assez bien;Psychologie;Général
COH2027-0483;23;53,0 %;10,9;7;12;7;3;6;1;1;1;Passable;Mathématiques;Technologique
COH2027-0484;21;60,4 %;12,7;6;13;12;5;7;4;4;2;Assez bien;Informatique;Général
COH2027-0485;20;49,5 %;17,6;7;9;7;3;6;2;1;1;Passable;Informatique;Général
COH2027-0486;22;45,7 %;8,7;9;12;9;0;5;2;1;1;Passable;Biologie;Général
COH2027-0487;17;60,9 %;22,6;3;12;11;0;6;3;3;2;Bien;Mathématiques;Général
COH2027-0488;19;50,8 %;59,2;5;9;7;7;7;2;2;3;Passable;Informatique;Général
COH2027-0489;19;79,1 %;50,5;3;8;8;7;6;4;4;3;Assez bien;Informatique;Technologique
COH2027-0490;19;54,9 %;35,4;3;9;8;2;5;4;2;1;Passable;Informatique;Général
COH2027-0491;18;62,8 %;33,0;7;9;7;6;5;2;3;2;Passable;Psychologie;Technologique
COH2027-0492;19;79,8 %;23,4;4;8;8;3;5;4;4;3;Très bien;STAPS;Général
COH2027-0493;18;51,4 %;21,6;9;11;10;1;7;1;3;2;Très bien;Informatique;Professionnel
COH2027-0494;19;75,5 %;58,2;6;13;13;7;7;;2;3;Passable;Psychologie;Général
COH2027-0495;21;54,2 %;16,9;5;12;12;2;6;4;3;2;Assez bien;Informatique;Général
COH2027-0496;19;40,6 %;1,2;9;12;9;2;6;1;1;1;Bien;Informatique;Technologique
COH2027-0497;20;70,8 %;23,6;6;10;7;1;5;3;2;1;Passable;Informatique;Général
COH2027-0498;19;52,8 %;32,2;4;11;7;3;5;1;4;;;Mathématiques;Général
COH2027-0499;21;55,2 %;28,1;8;11;8;1;6;4;1;2;Assez bien;Droit;Général
COH2027-0500;20;66,3 %;36,0;5;11;10;2;7;4;3;2;Assez bien;Informatique;Général
COH2027-0501;21;41,0 %;18,0;7;11;7;0;6;1;;1;Assez bien;Lettres;Technologique
COH2027-0502;20;65,0 %;22,8;4;10;9;1;7;1;2;1;Passable;Informatique;Général
COH2027-0503;23;51,2 %;13,9;4;9;4;0;5;2;3;3;Passable;Informatique;Professionnel
COH2027-0504;23;51,8 %;4,8;6;10;6;0;6;1;3;2;Passable;Mathématiques;Professionnel
COH2027-0505;20;47,0 %;26,8;8;11;8;2;6;2;2;1;Bien;Informatique;Technologique
COH2027-0506;23;49,3 %;17,3;11;13;11;0;5;2;2;1;Très bien;Informatique;Général
COH2027-0507;17;47,3 %;18,3;6;8;6;4;5;2;2;1;Assez bien;Mathématiques;Général
COH2027-0508;21;75,2 %;53,7;3;8;7;7;7;4;4;4;Très bien;STAPS;Général
COH2027-0509;17;59,0 %;13,2;7;12;7;0;6;1;1;1;Assez bien;Lettres;Professionnel
COH2027-0510;21;63,0 %;26,4;5;9;8;4;5;3;;1;Très bien;Informatique;Général
COH2027-0511;21;57,7 %;11,8;3;10;7;5;7;2;2;3;;Informatique;Général
COH2027-0512;18;62,4 %;12,7;7;11;9;1;7;3;3;;Très bien;Gestion;Technologique
COH2027-0513;22;78,4 %;51,0;6;9;9;5;6;4;3;4;Assez bien;Informatique;Général
COH2027-0514;19;53,1 %;18,2;9;12;11;3;6;1;2;2;Assez bien;Informatique;Technologique
COH2027-0515;19;49,1 %;7,2;5;10;6;1;6;2;2;1;Assez bien;Biologie;Général
COH2027-0516;23;48,4 %;23,6;8;13;8;2;7;1;2;;Passable;Psychologie;Général
COH2027-0517;20;47,2 %;22,4;9;12;10;0;5;;;1;Assez bien;Informatique;Général
COH2027-0518;19;49,5 %;1,1;7;8;7;1;7;3;3;1;Assez bien;Informatique;Technologique
COH2027-0519;18;60,7 %;44,4;9;10;9;5;6;3;4;3;Assez bien;Informatique;Technologique
COH2027-0520;23;56,4 %;11,8;6;11;9;3;6;2;3;3;Assez bien;Gestion;Général
COH2027-0521;21;44,7 %;30,1;4;12;10;5;5;2;3;1;Bien;Biologie;Général
COH2027-0522;21;67,3 %;13,8;6;8;7;6;7;3;4;1;Assez bien;Psychologie;Technologique
COH2027-0523;20;54,3 %;17,9;6;12;8;1;7;2;1;4;Passable;Gestion;Général
COH2027-0524;19;52,7 %;19,2;6;9;6;1;5;1;3;1;Passable;Informatique;Professionnel
COH2027-0525;20;65,1 %;57,4;5;8;7;8;6;2;4;3;Bien;Droit;Général
COH2027-0526;19;70,5 %;13,7;5;13;10;3;7;2;3;1;Bien;Informatique;Technologique
COH2027-0527;20;60,7 %;5,8;5;10;7;2;5;1;2;3;;Informatique;Général
COH2027-0528;20;57,3 %;23,9;6;8;6;3;6;1;3;2;Bien;Lettres;Général
COH2027-0529;19;49,7 %;0,7;6;11;6;0;5;1;2;1;Assez bien;Informatique;Général
COH2027-0530;19;64,7 %;16,4;8;13;13;2;5;3;4;3;;Gestion;Général
COH2027-0531;17;64,8 %;14,9;8;13;11;3;5;1;2;2;Très bien;Psychologie;Technologique
COH2027-0532;18;76,9 %;31,8;4;11;11;6;6;4;4;3;Assez bien;Informatique;Technologique
COH2027-0533;18;57,0 %;19,6;6;9;7;4;5;2;;2;Passable;Informatique;Professionnel
COH2027-0534;19;53,0 %;16,1;5;12;11;1;6;1;3;2;Assez bien;Gestion;Technologique
COH2027-0535;24;38,9 %;5,8;6;9;6;0;5;1;3;1;Passable;Informatique;Professionnel
COH2027-0536;21;62,5 %;39,1;7;13;12;9;6;4;3;1;Assez bien;Droit;Général
COH2027-0537;20;53,5 %;1,2;3;10;7;1;7;1;1;1;Assez bien;Informatique;Technologique
COH2027-0538;19;51,8 %;20,6;6;10;9;2;7;2;1;;Passable;Informatique;Professionnel
COH2027-0539;19;78,9 %;57,8;3;9;9;9;6;4;;3;Bien;Biologie;Général
COH2027-0540;17;53,2 %;28,8;6;10;10;2;6;3;1;1;Assez bien;Informatique;Général
COH2027-0541;17;61,4 %;13,4;4;13;12;2;7;1;4;2;Assez bien;Informatique;Général
COH2027-0542;20;54,5 %;18,4;9;10;9;5;5;4;2;1;Passable;Lettres;Technologique
COH2027-0543;19;69,4 %;14,9;7;8;8;5;7;3;2;2;Bien;Informatique;Général
COH2027-0544;18;64,8 %;41,6;5;9;9;6;5;4;3;3;Très bien;Lettres;Général
COH2027-0545;18;77,5 %;25,9;5;8;7;9;6;4;;3;Assez bien;Droit;Technologique
COH2027-0546;21;48,3 %;39,6;6;10;8;1;6;3;2;2;Bien;Mathématiques;Général
COH2027-0547;18;58,9 %;15,8;7;8;7;0;6;;3;2;Assez bien;Droit;Professionnel
COH2027-0548;21;67,9 %;18,4;8;12;10;4;7;4;4;4;Assez bien;Psychologie;Général
COH2027-0549;20;73,5 %;35,2;3;12;12;1;5;3;4;3;Assez bien;Biologie;Professionnel
COH2027-0550;22;57,3 %;22,8;9;11;9;3;5;2;1;2;Passable;Mathématiques;Général
COH2027-0551;23;35,6 %;7,3;9;11;9;2;5;1;3;1;;Informatique;Technologique
COH2027-0552;20;79,4 %;44,5;4;10;10;9;6;4;4;3;Passable;Psychologie;Professionnel
COH2027-0553;22;59,9 %;10,9;7;10;8;7;6;2;1;1;Bien;Informatique;Technologique
COH2027-0554;18;51,6 %;9,7;6;9;6;0;7;2;1;1;Passable;Gestion;Général
COH2027-0555;19;52,6 %;19,0;6;11;9;3;6;;1;1;Bien;Biologie;Général
COH2027-0556;19;57,4 %;39,4;5;11;8;3;5;1;1;1;Assez bien;Informatique;Général
COH2027-0557;20;58,5 %;21,1;6;8;6;6;6;1;2;1;Passable;Gestion;Général
COH2027-0558;19;65,2 %;20,4;4;11;9;3;6;2;3;2;Assez bien;STAPS;Général
COH2027-0559;18;42,9 %;22,6;9;12;9;2;5;2;2;1;Assez bien;Gestion;Général
